"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag","city"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-05",2024,11,5,NA,22.6,"",15.7,"",19.1,"",0,"",1.1,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-06",2024,11,6,NA,20.9,"",12.5,"",16.7,"",1.3,"",0,"",NA,NA,NA,NA,0.5,"",1,NA,NA,"M",NA,"M","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-07",2024,11,7,NA,14.3,"",8.9,"",11.6,"",6.4,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-08",2024,11,8,NA,13.5,"",4.9,"",9.2,"",8.8,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-09",2024,11,9,NA,9.3,"",2.5,"",5.9,"",12.1,"",0,"",NA,NA,NA,NA,0,"",1,NA,NA,"M",NA,"M","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-10",2024,11,10,NA,13.3,"",7.4,"",10.4,"",7.6,"",0,"",NA,NA,NA,NA,8.8,"",NA,NA,NA,"M",NA,"M","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-11",2024,11,11,NA,12.8,"",4.5,"",8.6,"",9.4,"",0,"",NA,NA,NA,NA,2.2,"",0,NA,NA,"M",NA,"M","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-12",2024,11,12,NA,7.9,"",1,"",4.5,"",13.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-13",2024,11,13,NA,8.3,"",0.8,"",4.5,"",13.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-14",2024,11,14,NA,9.7,"",6.2,"",8,"",10,"",0,"",NA,NA,NA,NA,1.6,"",0,NA,NA,"M",NA,"M","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-15",2024,11,15,NA,8.9,"",6.5,"",7.7,"",10.3,"",0,"",NA,NA,NA,NA,0,"",0,NA,NA,"M",NA,"M","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-16",2024,11,16,NA,9.9,"",4,"",7,"",11,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-17",2024,11,17,NA,11.2,"",3.8,"",7.5,"",10.5,"",0,"",NA,NA,NA,NA,0,"",0,NA,NA,"M",NA,"M","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-18",2024,11,18,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-19",2024,11,19,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-20",2024,11,20,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-21",2024,11,21,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-22",2024,11,22,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-23",2024,11,23,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-24",2024,11,24,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-25",2024,11,25,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-26",2024,11,26,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-27",2024,11,27,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-28",2024,11,28,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-29",2024,11,29,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-11-30",2024,11,30,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-01",2024,12,1,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-02",2024,12,2,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-03",2024,12,3,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-04",2024,12,4,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-05",2024,12,5,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-06",2024,12,6,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-07",2024,12,7,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-08",2024,12,8,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-09",2024,12,9,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-10",2024,12,10,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-11",2024,12,11,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-12",2024,12,12,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-13",2024,12,13,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-14",2024,12,14,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-15",2024,12,15,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-16",2024,12,16,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-17",2024,12,17,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-18",2024,12,18,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-19",2024,12,19,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-20",2024,12,20,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-21",2024,12,21,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-22",2024,12,22,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-23",2024,12,23,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-24",2024,12,24,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-25",2024,12,25,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-26",2024,12,26,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-27",2024,12,27,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-28",2024,12,28,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-29",2024,12,29,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-30",2024,12,30,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-79.4,43.67,"TORONTO CITY",6158355,"2024-12-31",2024,12,31,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6158355_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-01",2024,1,1,NA,-4.6,"",-6.8,"",-5.7,"",23.7,"",0,"",NA,NA,NA,NA,0.2,"",0,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-02",2024,1,2,NA,1,"",-4.7,"",-1.8,"",19.8,"",0,"",NA,NA,NA,NA,0,"",0,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-03",2024,1,3,NA,1.9,"",-0.1,"",0.9,"",17.1,"",0,"",NA,NA,NA,NA,0,"",0,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-04",2024,1,4,NA,1.4,"",-11.6,"",-5.1,"",23.1,"",0,"",NA,NA,NA,NA,1.7,"",0,NA,35,"",34,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-05",2024,1,5,NA,-1.8,"",-12.7,"",-7.3,"",25.3,"",0,"",NA,NA,NA,NA,0,"",0,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-06",2024,1,6,NA,-2.7,"",-10.2,"",-6.5,"",24.5,"",0,"",NA,NA,NA,NA,3.2,"",0,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-07",2024,1,7,NA,-6.2,"",-8.9,"",-7.6,"",25.6,"",0,"",NA,NA,NA,NA,9.3,"",9,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-08",2024,1,8,NA,-2.4,"",-7.6,"",-5,"",23,"",0,"",NA,NA,NA,NA,0,"",18,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-09",2024,1,9,NA,1.4,"",-8.1,"",-3.3,"",21.3,"",0,"",NA,NA,NA,NA,18.6,"",16,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-10",2024,1,10,NA,6.7,"",-2.2,"",2.3,"",15.7,"",0,"",NA,NA,NA,NA,11.5,"",24,NA,23,"",37,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-11",2024,1,11,NA,-2.2,"",-6.1,"",-4.1,"",22.1,"",0,"",NA,NA,NA,NA,0.5,"",17,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-12",2024,1,12,NA,-2.4,"",-7.8,"",-5.1,"",23.1,"",0,"",NA,NA,NA,NA,0.2,"",17,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-13",2024,1,13,NA,2,"",-6.9,"",-2.4,"",20.4,"",0,"",NA,NA,NA,NA,14.1,"",16,NA,35,"",39,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-14",2024,1,14,NA,-1.2,"",-7.1,"",-4.1,"",22.1,"",0,"",NA,NA,NA,NA,4.2,"",23,NA,19,"",35,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-15",2024,1,15,NA,-5.1,"",-7.5,"",-6.3,"",24.3,"",0,"",NA,NA,NA,NA,0.2,"",27,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-16",2024,1,16,NA,-6,"",-10,"",-8,"",26,"",0,"",NA,NA,NA,NA,3.3,"",25,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-17",2024,1,17,NA,-8.2,"",-12.8,"",-10.5,"",28.5,"",0,"",NA,NA,NA,NA,0.2,"",28,NA,19,"",31,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-18",2024,1,18,NA,-6.3,"",-10.2,"",-8.2,"",26.2,"",0,"",NA,NA,NA,NA,0,"",27,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-19",2024,1,19,NA,-9.3,"",-15.8,"",-12.6,"",30.6,"",0,"",NA,NA,NA,NA,0,"",26,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-20",2024,1,20,NA,-10.5,"",-16.4,"",-13.4,"",31.4,"",0,"",NA,NA,NA,NA,1.3,"",26,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-21",2024,1,21,NA,-8.9,"",-13.7,"",-11.3,"",29.3,"",0,"",NA,NA,NA,NA,0,"",27,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-22",2024,1,22,NA,-0.5,"",-10,"",-5.3,"",23.3,"",0,"",NA,NA,NA,NA,0.6,"",27,NA,21,"",32,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-23",2024,1,23,NA,0.2,"",-9.9,"",-4.9,"",22.9,"",0,"",NA,NA,NA,NA,0.2,"",27,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-24",2024,1,24,NA,-4.2,"",-10.6,"",-7.4,"",25.4,"",0,"",NA,NA,NA,NA,2.6,"",27,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-25",2024,1,25,NA,0.8,"",-4.5,"",-1.9,"",19.9,"",0,"",NA,NA,NA,NA,5.9,"",28,NA,NA,"M",NA,"M","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-26",2024,1,26,NA,0.5,"",-1,"",-0.2,"",18.2,"",0,"",NA,NA,NA,NA,7.9,"",26,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-27",2024,1,27,NA,1.7,"",-1.4,"",0.1,"",17.9,"",0,"",NA,NA,NA,NA,0.3,"",28,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-28",2024,1,28,NA,1.7,"",-0.2,"",0.8,"",17.2,"",0,"",NA,NA,NA,NA,0,"",26,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-29",2024,1,29,NA,-0.1,"",-5.2,"",-2.7,"",20.7,"",0,"",NA,NA,NA,NA,0,"",25,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-30",2024,1,30,NA,-5.1,"",-10.6,"",-7.8,"",25.8,"",0,"",NA,NA,NA,NA,0,"",24,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-01-31",2024,1,31,NA,2.2,"",-7.3,"",-2.5,"",20.5,"",0,"",NA,NA,NA,NA,0,"",24,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-02-01",2024,2,1,NA,3,"",1.4,"",2.2,"",15.8,"",0,"",NA,NA,NA,NA,3.6,"",24,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-02-02",2024,2,2,NA,1.5,"",-5,"",-1.7,"",19.7,"",0,"",NA,NA,NA,NA,0.2,"",23,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-02-03",2024,2,3,NA,-3,"",-6.9,"",-5,"",23,"",0,"",NA,NA,NA,NA,0.3,"",23,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-02-04",2024,2,4,NA,-1.2,"",-7.9,"",-4.5,"",22.5,"",0,"",NA,NA,NA,NA,0,"",23,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-02-05",2024,2,5,NA,2,"",-6.9,"",-2.4,"",20.4,"",0,"",NA,NA,NA,NA,0,"",23,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-02-06",2024,2,6,NA,-0.4,"",-6.5,"",-3.4,"",21.4,"",0,"",NA,NA,NA,NA,0,"",23,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-02-07",2024,2,7,NA,0.3,"",-7.6,"",-3.7,"",21.7,"",0,"",NA,NA,NA,NA,0,"",22,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-02-08",2024,2,8,NA,5.3,"",-1.6,"",1.9,"",16.1,"",0,"",NA,NA,NA,NA,0,"",23,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-02-09",2024,2,9,NA,7.4,"",0.5,"",4,"",14,"",0,"",NA,NA,NA,NA,7.6,"",23,NA,26,"",43,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-02-10",2024,2,10,NA,9.5,"",3.9,"",6.7,"",11.3,"",0,"",NA,NA,NA,NA,1.5,"",21,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-02-11",2024,2,11,NA,4,"",1.6,"",2.8,"",15.2,"",0,"",NA,NA,NA,NA,0,"",18,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-02-12",2024,2,12,NA,1.8,"",-2.9,"",-0.5,"",18.5,"",0,"",NA,NA,NA,NA,0,"",17,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-02-13",2024,2,13,NA,1.7,"",-7.3,"",-2.8,"",20.8,"",0,"",NA,NA,NA,NA,1.7,"",17,NA,2,"",34,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-02-14",2024,2,14,NA,-4.4,"",-10.7,"",-7.6,"",25.6,"",0,"",NA,NA,NA,NA,0.2,"",20,NA,26,"",34,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-02-15",2024,2,15,NA,-3.2,"",-9.8,"",-6.5,"",24.5,"",0,"",NA,NA,NA,NA,2.3,"",20,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-02-16",2024,2,16,NA,-2.5,"",-7.7,"",-5.1,"",23.1,"",0,"",NA,NA,NA,NA,2.5,"",35,NA,1,"",31,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-02-17",2024,2,17,NA,-6.8,"",-12.9,"",-9.9,"",27.9,"",0,"",NA,NA,NA,NA,0.5,"",30,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-02-18",2024,2,18,NA,-1.9,"",-13.3,"",-7.6,"",25.6,"",0,"",NA,NA,NA,NA,3.7,"",27,NA,21,"",31,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-02-19",2024,2,19,NA,-6.3,"",-12,"",-9.1,"",27.1,"",0,"",NA,NA,NA,NA,0.2,"",32,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
-73.58,45.5,"MCTAVISH",7024745,"2024-02-20",2024,2,20,NA,-5.2,"",-11.3,"",-8.3,"",26.3,"",0,"",NA,NA,NA,NA,0,"",30,NA,NA,"",NA,"","en_climate_daily_QC_7024745_2024_P1D.csv"
